untyCntrctNo,bsnsDivNm,dcsnCntrctNo,cntrctRefNo,cntrctNm,cmmnCntrctYn,lngtrmCtnuDivNm,cntrctCnclsDate,cntrctPrd,baseLawNm,totCntrctAmt,thtmCntrctAmt,grntymnyRate,cntrctInfoUrl,payDivNm,reqNo,ntceNo,cntrctInsttCd,cntrctInsttNm,cntrctInsttJrsdctnDivNm,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTelNo,cntrctInsttOfclFaxNo,dminsttList,corpList,cntrctDtlInfoUrl,crdtrNm,baseDtls,cntrctCnclsMthdNm,rgstDt,chgDt,dfrcmpnstRt,pubPrcrmntClsfcNo,pubPrcrmntClsfcNm,pubPrcrmntMidClsfcNm,pubPrcrmntLrgClsfcNm,cntrctDate,infoBizYn,_source_endpoint,_business_type,dminsttNm,cntrctAmt
R26TE14910586,물품,R26TA0186248800,R26TA0186248800,동대신3동 보수대로236번길 19 누수수리공사 외 재고자재 구입-감압밸브 등 13종,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,18475630,10,http://www.g2b.go.kr,직불,,,6260105,부산광역시 상수도사업본부 서부사업소,지방자치단체,업무부서,변경록,051-669-5054,,[1^6260105^부산광역시 상수도사업본부 서부사업소^지방자치단체^업무부서^변경록^0516695054],[1^주계약업체^단독^한신종합엠텍^김진엽^대한민국^100^한신종합엠텍^^6062896273],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862488&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시상수도사업본부서부사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:02:39,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 서부사업소,18475630
R26TE14910819,물품,R26TA0185302400,R26TA0185302400,부산동부경찰서 범곡파출소 신축공사(건축) 관급자재(냉난방기) 구매,N,신규,2026-05-12,,국가계약법 (제26조제1항5호가5목),0,34268000,10,http://www.g2b.go.kr,직불,,,1811832,경찰청 부산광역시경찰청,국가기관,경무기획과 경리계,이병섭,051-899-2122,051-899-1914,[1^1811832^경찰청 부산광역시경찰청^국가기관^경무기획과 경리계^이병섭^0518992122],[1^주계약업체^단독^(주)미래공조시스템^방동욱^대한민국^100^(주)미래공조시스템^^2618701546],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01853024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산지방경찰청,추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업.장애인기업.사회적기업.사회적협동조합.자활기업.마을기업),수의계약,2026-05-14 11:09:01,,0.075,,,,,2026-05-12,N,getCntrctInfoListThng,물품,경찰청 부산광역시경찰청,34268000
R26TE14910912,물품,,R26TA0186274700,신평동 거성모방 주변(공업) 교체공사 자재 구입(기타),N,신규,,30일,지방계약법 (제25조제1항5호나목),0,7608400,5,http://www.g2b.go.kr,직불,,,6260113,부산광역시 상수도사업본부 사하사업소,지방자치단체,업무부서,김성인,051-669-5404,,[1^6260113^부산광역시 상수도사업본부 사하사업소^지방자치단체^업무부서^김성인^0516695404],[1^주계약업체^단독^현대특수강^이선동^대한민국^100^현대특수강^^6051629268],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862747&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시상수도사업본부사하사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:11:14,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 사하사업소,7608400
R26TE14911019,물품,R26TA0165362501,R26TA0165362501,반여3동 중앙공영주차장 일원 녹화사업(2차)-경관녹지시설물,N,신규,2026-05-13,,지방계약법 (제25조제1항5호나목),0,14200000,10,http://www.g2b.go.kr,직불,,,3330000,부산광역시 해운대구,지방자치단체,재무과,전한나,051-749-4146,,[1^3330000^부산광역시 해운대구^지방자치단체^재무과^전한나^0517494146],[1^주계약업체^단독^주식회사 디자인도스^김영진^대한민국^100^주식회사 디자인도스^^2848702024],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01653625&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해운대구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:14:13,,0.08,,,,,2026-05-13,N,getCntrctInfoListThng,물품,부산광역시 해운대구,14200000
R26TE14911144,물품,,R25TA0084452201,"2026학년도 연일중학교 교복(동복,하복(생활복)) 학교주관 구매 입찰 (변경계약)",N,신규,,,지방계약법 (제2조의2제1항1호),0,55464500,5,http://www.g2b.go.kr,직불,,R25BK00971594,7191027,부산광역시교육청 부산광역시동래교육지원청 연일중학교,교육기관,행정실,김연화,051-867-1116,051-861-3557,[1^7191027^부산광역시교육청 부산광역시동래교육지원청 연일중학교^교육기관^행정실^김연화^0518671116],[1^주계약업체^단독^코사라인^정경자^대한민국^100^코사라인^^6050747833],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00844522&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시교육청 부산광역시동래교육지원청 연일중학교,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 11:17:30,,0.08,,,,,,N,getCntrctInfoListThng,물품,부산광역시교육청 부산광역시동래교육지원청 연일중학교,55464500
R26TE14911307,물품,,R26TA0186207400,자연재난 대비 비상발전기 구입,N,신규,,,지방계약법 (제25조제1항5호나목),0,5750000,5,http://www.g2b.go.kr,직불,,,3250000,부산광역시 중구,지방자치단체,재무과,이순남,051-600-4144,,[1^3250000^부산광역시 중구^지방자치단체^재무과^이순남^0516004144],[1^주계약업체^단독^(주)신성건설기계^전용주^대한민국^100^(주)신성건설기계^^4108657290],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862074&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시중구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:21:54,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 중구,5750000
R26TE14911881,물품,R26TA0186038700,R26TA0186038700,전동차 정비용 스프링와셔 등 14종 구매 ,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,8799000,5,http://www.g2b.go.kr,직불,,,B551542,부산교통공사,지방공기업,회계자산처,정용태,051-605-0105,051-605-0110,[1^B551542^부산교통공사^지방공기업^회계자산처^정용태^0516050105],[1^주계약업체^단독^기림^엄종현^대한민국^100^기림^^6072961809],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01860387&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:38:21,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산교통공사,8799000
R26TE14912059,물품,R26TA0186260500,R26TA0186260500,사설항로표지시설 등명기 수리,N,신규,2026-05-14,계약일로부터 30일,지방계약법 (제25조제1항5호나목),0,3600000,5,http://www.g2b.go.kr,직불,,,6260409,부산광역시 건설안전시험사업소,지방자치단체,관리팀,조윤정,,,[1^6260409^부산광역시 건설안전시험사업소^지방자치단체^관리팀^조윤정^],[1^주계약업체^단독^주식회사 젠^제용근^대한민국^100^주식회사 젠^^6068656645],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862605&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 건설안전시험사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 11:47:03,,0.13,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 건설안전시험사업소,3600000
R26TE14912082,물품,,R26TA0186135000,자연재난 대비 이동식 차수판 구입,N,신규,,,지방계약법 (제25조제1항4호사목),0,11700000,5,http://www.g2b.go.kr,직불,,,3250000,부산광역시 중구,지방자치단체,재무과,이순남,051-600-4144,,[1^3250000^부산광역시 중구^지방자치단체^재무과^이순남^0516004144],[1^주계약업체^단독^주식회사 유엠^엄희재^대한민국^100^주식회사 유엠^^4478703755],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861350&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시중구청장,"특허,실용신안,디자인등록 제품",수의계약,2026-05-14 11:49:09,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 중구,11700000
R26TE14912245,물품,R26TA0185523400,R26TA0185523400,[민원]2026 가족관계등록 업무용 및 동 통합창구운영 물품 구입,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,5940000,10,http://www.g2b.go.kr,직불,,,3380000,부산광역시 수영구,지방자치단체,재무과,장지혜,,,[1^3380000^부산광역시 수영구^지방자치단체^재무과^장지혜^],[1^주계약업체^단독^(주)한컴테크^이호식^대한민국^100^(주)한컴테크^^6048135218],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01855234&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시수영구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 12:12:07,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 수영구,5940000
R26TE14912331,물품,,R25TA0088955101,"2026학년도 금양중학교 신입생 교복(동복,하복) 학교 주관 구매  계약",N,신규,,,지방계약법 (제20조제1항6호),0,50680740,5,http://www.g2b.go.kr,직불,,R25BK01008332,7190229,부산광역시동래교육청 금양중학교,교육기관,행정실,오한택,051-780-2784,051-780-2791,[1^7190229^부산광역시동래교육청 금양중학교^교육기관^행정실^오한택^0517802784],[1^주계약업체^단독^스마트금정점^손금덕^대한민국^100^스마트금정점^^6212116755],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00889551&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금양중학교장,행정안전부령 금액 미만 본점소재지,제한경쟁,2026-05-14 12:36:41,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시동래교육청 금양중학교,50680740
R26TE14912333,물품,R25TA0089176202,R25TA0089176202,"2026학년도 부산중앙여자고등학교 신입생 교복(동복,생활하복) 학교주관구매 입찰",N,신규,2026-05-14,,지방계약법 (제2조의2제1항1호),0,54940000,10,http://www.g2b.go.kr,직불,,R25BK01012839,7150108,부산광역시교육청 부산중앙여자고등학교,교육기관,행정실,김혜영,,,[1^7150108^부산광역시교육청 부산중앙여자고등학교^교육기관^행정실^김혜영^],[1^주계약업체^단독^스마트사직점^강윤호^대한민국^100^스마트사직점^^6071271482],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00891762&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산중앙여자고등학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 12:36:58,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시교육청 부산중앙여자고등학교,54940000
R26TE14912513,물품,,R25TA0084452201,"2026학년도 연일중학교 교복(동복,하복(생활복)) 학교주관 구매 입찰 (변경계약)",N,신규,,,지방계약법 (제2조의2제1항1호),0,55464500,5,http://www.g2b.go.kr,직불,,R25BK00971594,7191027,부산광역시교육청 부산광역시동래교육지원청 연일중학교,교육기관,행정실,김연화,051-867-1116,051-861-3557,[1^7191027^부산광역시교육청 부산광역시동래교육지원청 연일중학교^교육기관^행정실^김연화^0518671116],[1^주계약업체^단독^코사라인^정경자^대한민국^100^코사라인^^6050747833],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00844522&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시교육청 부산광역시동래교육지원청 연일중학교,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 12:59:19,,0.08,,,,,,N,getCntrctInfoListThng,물품,부산광역시교육청 부산광역시동래교육지원청 연일중학교,55464500
R26TE14912621,물품,,R26TA0186334100,"환경관리원 사용 물품(조끼, 모자, 안전자켓, 우의, 장화) 구입",N,신규,,,지방계약법 (제25조제1항5호나목),0,16280000,5,http://www.g2b.go.kr,직불,,,3370000,부산광역시 연제구,지방자치단체,재무과,양수현,051-665-4144,051-665-4149,[1^3370000^부산광역시 연제구^지방자치단체^재무과^양수현^0516654144],[1^주계약업체^단독^비티기업^안선영^대한민국^100^비티기업^^2030921679],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863341&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,연제구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:05:39,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 연제구,16280000
R26TE14912858,물품,R26TA0185920300,R26TA0185920300,금정국민체육센터 헬스장 및 판매용 수건 구입,N,신규,2026-05-14,계약일~2026.6.30.,지방계약법 (제25조제1항5호나목),0,5428850,5,http://www.g2b.go.kr,직불,,,3350000,부산광역시 금정구,지방자치단체,재무과,박소정,051-519-4144,051-519-4149,[1^3350000^부산광역시 금정구^지방자치단체^재무과^박소정^0515194144],[1^주계약업체^단독^송월타올수건공방^박의홍^대한민국^100^송월타올수건공방^^3470102786],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01859203&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금정구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:14:40,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 금정구,5428850
R26TE14912927,물품,,R26TA0186339600,"직원숙소 냉방기 구매(관해숙 1동 201, 203, 204호)",N,신규,,,국가계약법 (제26조제1항5호가2목),0,2904000,10,http://www.g2b.go.kr,직불,,,1192357,해양수산부 부산지방해양수산청,국가기관,운영지원과,박해정,051-609-6251,051-609-6219,[1^1192357^해양수산부 부산지방해양수산청^국가기관^운영지원과^박해정^0516096251],[1^주계약업체^단독^주식회사 대원아이오티공조^김대원^대한민국^100^주식회사 대원아이오티공조^^5358601756],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863396&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산지방해양수산청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:16:14,,0.075,,,,,2026-05-14,N,getCntrctInfoListThng,물품,해양수산부 부산지방해양수산청,2904000
R26TE14913487,물품,,R26TA0186355600,부산시립무용단 정기공연 '바라는 바다' 의상 제작 구매,N,신규,,,지방계약법 (제25조제1항5호바목),0,52230000,5,http://www.g2b.go.kr,직불,,,B553711,재단법인부산문화회관,지자체 출자출연기관,경영지원팀,이영지,051-607-6035,051-607-6039,[1^B553711^재단법인부산문화회관^지자체 출자출연기관^경영지원팀^이영지^0516076035],[1^주계약업체^단독^주식회사 모리노리^김지원^대한민국^100^주식회사 모리노리^^3058639710],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863556&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(재)부산문화회관 대표이사,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-05-14 13:31:08,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,재단법인부산문화회관,52230000
R26TE14913668,물품,,R26TA0186354700,1호선 전동차용 통합제어장치(AVC) 등 2종 제조구매,N,신규,,계약일로부터 240일,지방계약법 (제26조제1항),0,160453000,5,http://www.g2b.go.kr,직불,,R26BK01519308,B551542,부산교통공사,지방공기업,회계자산처,정민지,051-640-7249,,[1^B551542^부산교통공사^지방공기업^회계자산처^정민지^0516407249],[1^주계약업체^단독^미래일 주식회사^유영식^대한민국^100^미래일 주식회사^^1138648755],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863547&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,재공고입찰 등과 수의계약,수의계약,2026-05-14 13:35:59,,0.25,,,,,2026-05-20,N,getCntrctInfoListThng,물품,부산교통공사,160453000
R26TE14913703,물품,,R25TA0084582103,"금곡중학교 2026학년도 교복(동복,생활복) 학교주관구매 계약입찰공고[2단계]",N,신규,,,지방계약법 (제2조의2제1항1호),0,17488000,5,http://www.g2b.go.kr,직불,,R25BK00996058,7200029,부산광역시북부교육청 금곡중학교,교육기관,행정실,안은성,,,[1^7200029^부산광역시북부교육청 금곡중학교^교육기관^행정실^안은성^],[1^주계약업체^단독^스마트학생복 북구점^이치형^대한민국^100^스마트학생복 북구점^^6062741878],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00845821&ctrtChgOrd=03&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금곡중학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 13:36:50,,0.08,,,,,2026-05-19,N,getCntrctInfoListThng,물품,부산광역시북부교육청 금곡중학교,17488000
R26TE14913734,물품,R26TA0185660500,R26TA0185660500,시약 및 초자류 4차 정기구매,N,신규,2026-05-14,계약일로부터 60일이내,국가계약법 (제2조의2제1항2호),0,141898900,10,http://www.g2b.go.kr,직불,,R26BK01495232,1471111,식품의약품안전처 부산지방식품의약품안전청,국가기관,운영지원과,박영희,051-602-6105,051-602-6245,[1^1471111^식품의약품안전처 부산지방식품의약품안전청^국가기관^운영지원과^박영희^0516026105],[1^주계약업체^단독^엔바이오 랩^이정민^대한민국^100^엔바이오 랩^^6062485711],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01856605&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산지방식품의약품안전청장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-05-14 13:37:52,,0.075,,,,,2026-05-14,N,getCntrctInfoListThng,물품,식품의약품안전처 부산지방식품의약품안전청,141898900
R26TE14913772,물품,,R26TA0186363000,2026년 예인정 함수품(예인색) 구매,N,신규,,26.05.14.~26.07.23.,국가계약법 (제26조제1항2호아목),0,12324000,10,http://www.g2b.go.kr,직불,,,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,박규찬,051-419-2239,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^박규찬^0514192239],[1^주계약업체^단독^성진산업^김정애^대한민국^100^성진산업^^6061661621],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863630&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,"특허, 실용신안등록, 디자인등록 제품",수의계약,2026-05-14 13:38:38,,0.075,,,,,2026-05-14,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,12324000
R26TE14913996,물품,,R26TA0186354700,1호선 전동차용 통합제어장치(AVC) 등 2종 제조구매,N,신규,,계약일로부터 240일,지방계약법 (제26조제1항),0,160453000,5,http://www.g2b.go.kr,직불,,R26BK01519308,B551542,부산교통공사,지방공기업,회계자산처,정민지,051-640-7249,,[1^B551542^부산교통공사^지방공기업^회계자산처^정민지^0516407249],[1^주계약업체^단독^미래일 주식회사^유영식^대한민국^100^미래일 주식회사^^1138648755],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863547&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,재공고입찰 등과 수의계약,수의계약,2026-05-14 13:44:09,,0.25,,,,,2026-05-20,N,getCntrctInfoListThng,물품,부산교통공사,160453000
R26TE14914085,물품,,R26TA0186374700,덕천천 긴급대피시설 보조난간 및 발판 구매,N,신규,,,지방계약법 (제25조제1항5호나목),0,4180000,5,http://www.g2b.go.kr,직불,,,3320000,부산광역시 북구,지방자치단체,부산 북구청 재무과,정성욱,051-309-4146,051-309-4149,[1^3320000^부산광역시 북구^지방자치단체^부산 북구청 재무과^정성욱^0513094146],[1^주계약업체^단독^(주)다음앤^황정현^대한민국^100^(주)다음앤^^6078185643],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863747&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 북구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:46:48,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 북구,4180000
R26TE14914187,물품,,R25TA0089591801,"2026학년도 이사벨중학교 교복(동복, 생활하복) 학교주관구매 입찰",N,신규,,,지방계약법 (제2조의2제1항2호),0,52976000,5,http://www.g2b.go.kr,직불,,R25BK01020598,7191040,부산광역시교육청 부산광역시동래교육지원청 이사벨중학교,기타기관,행정실,이무철,***********,,[1^7191040^부산광역시교육청 부산광역시동래교육지원청 이사벨중학교^기타기관^행정실^이무철^***********],[1^주계약업체^단독^옥스포드 학생복 동래점 (전) 케이(K)스쿨 학생복^심용조^대한민국^100^옥스포드 학생복 동래점 (전) 케이(K)스쿨 학생복^^6070247246],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00895918&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,이사벨중학교장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-05-14 13:49:17,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시교육청 부산광역시동래교육지원청 이사벨중학교,52976000
R26TE14914463,물품,R26TA0186374700,R26TA0186374700,덕천천 긴급대피시설 보조난간 및 발판 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,4180000,5,http://www.g2b.go.kr,직불,,,3320000,부산광역시 북구,지방자치단체,부산 북구청 재무과,정성욱,051-309-4146,051-309-4149,[1^3320000^부산광역시 북구^지방자치단체^부산 북구청 재무과^정성욱^0513094146],[1^주계약업체^단독^(주)다음앤^황정현^대한민국^100^(주)다음앤^^6078185643],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863747&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 북구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:57:12,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 북구,4180000
R26TE14914502,물품,,R26TA0186386800,2026년 만덕도서관 어린이복합문화공간 비치도서 구입,N,신규,,,지방계약법 (제25조제1항5호나목),0,4500000,5,http://www.g2b.go.kr,직불,,,3320000,부산광역시 북구,지방자치단체,부산 북구청 재무과,김선주,,,[1^3320000^부산광역시 북구^지방자치단체^부산 북구청 재무과^김선주^],[1^주계약업체^단독^구남도서^김진숙^대한민국^100^구남도서^^7173301541],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863868&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 북구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:57:57,,0.08,,,,,2026-05-18,N,getCntrctInfoListThng,물품,부산광역시 북구,4500000
R26TE14914568,물품,,R26TA0186389900,부산시티투어 2층 오픈형버스 음향장비 구매,N,신규,,2026.5.13.~2026.6.12.,지방계약법 (제25조제1항5호나목),0,12661000,10,http://www.g2b.go.kr,직불,,,Z024647,부산관광공사,지방공기업,경영지원팀,성혜지,051-780-2163,051-780-2119,[1^Z024647^부산관광공사^지방공기업^경영지원팀^성혜지^0517802163],[1^주계약업체^단독^주식회사 한국시스템^김경호^대한민국^100^주식회사 한국시스템^^6218193135],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01863899&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산관광공사 사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 13:59:44,,0.08,,,,,2026-05-13,N,getCntrctInfoListThng,물품,부산관광공사,12661000
R26TE14915542,물품,R26TA0185790000,R26TA0185790000,삼락복합문화체육센터 건립 기계설비 공사 관급자재(냉난방기) 추가 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,8880000,5,http://www.g2b.go.kr,직불,,,3390000,부산광역시 사상구,지방자치단체,사상구청 재무과,박지현,051-310-4147,051-310-4149,[1^3390000^부산광역시 사상구^지방자치단체^사상구청 재무과^박지현^0513104147],[1^주계약업체^단독^(주) 유진이엔지^김형근^대한민국^100^(주) 유진이엔지^^6178172558],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01857900&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 사상구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 14:27:12,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 사상구,8880000
R26TE14915660,물품,R26TA0139522501,R26TA0139522501,부산시립미술관 리모델링 사업 기계설비공사 냉각탑 제조·구매,N,신규,2026-03-30,,지방계약법 (제20조제1항6호),0,268846500,5,http://www.g2b.go.kr,직불,,R26BK01264665,6260361,부산광역시 건설본부,지방자치단체,부산광역시 건설본부 회계팀,이남경,051-888-6028,051-888-6009,[1^6260361^부산광역시 건설본부^지방자치단체^부산광역시 건설본부 회계팀^이남경^0518886028],[1^주계약업체^단독^(주)세원엔지니어링^배미연^대한민국^100^(주)세원엔지니어링^^6078148013],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01395225&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 건설본부장 ,행정안전부령 금액 미만 본점소재지,제한경쟁,2026-05-14 14:30:17,,0.08,,,,,2026-03-30,N,getCntrctInfoListThng,물품,부산광역시 건설본부,268846500
R26TE14915711,물품,R26TA0139522501,R26TA0139522501,부산시립미술관 리모델링 사업 기계설비공사 냉각탑 제조·구매,N,신규,2026-03-30,,지방계약법 (제20조제1항6호),0,268846500,5,http://www.g2b.go.kr,직불,,R26BK01264665,6260361,부산광역시 건설본부,지방자치단체,부산광역시 건설본부 회계팀,이남경,051-888-6028,051-888-6009,[1^6260361^부산광역시 건설본부^지방자치단체^부산광역시 건설본부 회계팀^이남경^0518886028],[1^주계약업체^단독^(주)세원엔지니어링^배미연^대한민국^100^(주)세원엔지니어링^^6078148013],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01395225&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 건설본부장 ,행정안전부령 금액 미만 본점소재지,제한경쟁,2026-05-14 14:31:56,,0.08,,,,,2026-03-30,N,getCntrctInfoListThng,물품,부산광역시 건설본부,268846500
